# maelstrom - GimmeMotifs version 0.10.0b4
# method: rf with motif score
# motif table: mm10.most_variable.out/motif.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	Bcell	CD4	CD8	CMP	Erythroblast	GMP	MEP	MPP	Monocytes	Nkcell
bZIP_Average_142	0.00153003613705	0.00226330278686	0.00153824357618	0.00135646794903	0.00192292303751	0.00132206140481	0.00157570595769	0.00196409774028	0.00258924994138	0.00156907863843
bZIP_M0300_1.01	0.000660814457827	0.00116096885823	0.001304955586	0.00111567416894	0.000639267113086	0.000785733912993	0.000630945737918	0.000870681442282	0.000858267753982	0.00127144177469
bZIP_Average_150	0.00117799881601	0.00162067308258	0.00151714747264	0.00169086304723	0.00129000054926	0.00162617576072	0.00119737405127	0.00160053828799	0.00318123699072	0.00145420333088
bZIP_M5866_1.01	0.00110585521241	0.00196278081604	0.00163081614213	0.0020757431147	0.00159503933659	0.00182156549464	0.00151203715952	0.00142667179791	0.00214430100042	0.00171888834824
bZIP_Average_134	0.00159978459904	0.00151377062572	0.00127080212364	0.00101265100292	0.00122607254316	0.00140855645241	0.000825400619207	0.00119679541446	0.00425410520843	0.00103580076078
bZIP_M0304_1.01	0.00143386166536	0.00150704985855	0.00184754059322	0.00153451814064	0.00114709013422	0.00206704286692	0.00188062564312	0.000986813835584	0.00643131950022	0.00176638822394
bZIP_Average_147	0.000511430616009	0.000522593517141	0.000522619035179	0.000520967243585	0.000593172373235	0.000358941991526	0.000421011885545	0.000331112709191	0.000474498718072	0.000167912557604
bZIP_M0305_1.01	0.000889965896959	0.00106728154726	0.000950270230862	0.000768907563195	0.00103366272164	0.000987736918853	0.00054234277702	0.000864795425609	0.00229241305861	0.00097194789955
bZIP_M0287_1.01	0.00216717545888	0.000992923782219	0.00153212947484	0.00130877684089	0.00128450008015	0.00145263575243	0.00130917757127	0.00144374976016	0.00437459614969	0.0012786386665
bZIP_Average_152	3.17854491852e-05	0.0	0.00015306578676	3.13836928076e-05	0.000100064658749	5.32299293341e-05	3.84316978964e-05	1.08423207634e-05	9.03664010254e-06	0.000113403800868
bZIP_Average_151	0.000186843111301	0.0002989588159	0.000311662850404	0.000533876719105	0.000454908584488	0.000341524060053	0.000490731669271	0.000302431890737	0.000328767210247	0.000349652562131
bZIP_M2901_1.01	0.0014923565518	0.00162612247997	0.00190106290299	0.0016049558875	0.00179327552675	0.00214159085481	0.00153041999798	0.00130139124442	0.00184526900596	0.00118365252922
bZIP_M6329_1.01	0.00167787645438	0.00190791875472	0.00139461233781	0.00190696118971	0.00154010854061	0.00161125181814	0.00126594336039	0.00124705772956	0.00218115784975	0.00151433252519
bZIP_M5973_1.01	0.00162123154216	0.00180986753236	0.00124297801643	0.00144788880395	0.00190448036171	0.00176845445571	0.00144418795452	0.00142188763073	0.00123567971034	0.00207307901021
bZIP_Average_17	0.00170170046758	0.00151162761301	0.00157670882943	0.00179109939202	0.00163585303985	0.00131859284603	0.00146138241849	0.00158747668481	0.0014170616313	0.00123647693915
C2H2_ZF_M4354_1.01	0.00161185896626	0.00171398682223	0.00156941095701	0.00143704208472	0.00228199239671	0.00169691259251	0.00112518275489	0.00115752062807	0.00125369925214	0.0014152573918
C2H2_ZF_M5841_1.01	0.00300984341173	0.0020782350208	0.00258124810999	0.00148763517419	0.00141170012101	0.00138834550115	0.00127285550489	0.00138788330229	0.00143559534063	0.00092320593944
C2H2_ZF_Average_96	0.00214562685235	0.0013344083799	0.0013186997262	0.00152773557588	0.0014149922624	0.0017887824313	0.0020018040578	0.00265903010022	0.00122510542215	0.00171423460364
C2H2_ZF_M4323_1.01	0.00626169154443	0.000873621925868	0.00199319090594	0.00318088379385	0.00140968699321	0.00286450661522	0.00614881243734	0.00228638349742	0.00177748510092	0.00151451206818
C2H2_ZF_Average_187	0.00149501527587	0.0020202498387	0.00134594492097	0.00128020714729	0.00161613146205	0.00159945060469	0.00169297475814	0.00150558878892	0.0019783531823	0.00145261060343
C2H2_ZF_M0407_1.01	0.001558040569	0.00184986579363	0.00158964552801	0.0020033429042	0.00165707584699	0.0012138017871	0.00084232665427	0.00086733993766	0.00176696383487	0.00223707428001
C2H2_ZF_M5334_1.01	0.00128712694967	0.00143978416855	0.00178531578438	0.00141292771314	0.00435501132628	0.00137847589547	0.000955060066822	0.00115815144291	0.00133325543471	0.00108251107862
C2H2_ZF_M5333_1.01	0.00182839498852	0.0016963309088	0.00166612969516	0.00168040683908	0.00324839948893	0.00156265536424	0.00105729182107	0.00171474956881	0.00136706134768	0.00119075989032
C2H2_ZF_M5778_1.01	0.00211726901524	0.0020753313811	0.00193529678047	0.00148211344474	0.00168797458808	0.00138011016495	0.00171882260988	0.00124621219604	0.00153678203759	0.00108354823982
C2H2_ZF_M5799_1.01	0.00171083539644	0.00166290566836	0.00282705635834	0.00167785170551	0.00203261381252	0.00123299622321	0.0012184093025	0.00136481433823	0.00172625430958	0.00168065286769
C2H2_ZF_M6360_1.01	0.00138306534319	0.0017781223508	0.0019843694365	0.00166500500951	0.0012702838839	0.00219335703825	0.00101599904154	0.00163282524877	0.00180466656884	0.00144687996597
C2H2_ZF_M5793_1.01	0.00155519614624	0.00265867051884	0.00231976876745	0.0012586346515	0.00153383244345	0.00151794441919	0.00112448115058	0.00119573464943	0.00176293786648	0.00167054671595
C2H2_ZF_M5794_1.01	0.00133722597728	0.00230604462269	0.00173037292044	0.0016287049735	0.00146607606591	0.00173112932694	0.000995266208193	0.00132470230027	0.0017735108287	0.00199759945292
C2H2_ZF_M5930_1.01	0.0016640986274	0.00164570009157	0.0014490105074	0.00182173764279	0.00117128087085	0.00179102136476	0.00115968773738	0.00193227968004	0.00146717170251	0.00190111651962
C2H2_ZF_Average_167	0.0014997874872	0.00195509122834	0.00163685202766	0.00183776047931	0.00154988304013	0.00183635574352	0.00217165308192	0.00146931900954	0.00148413378497	0.00126156419854
C2H2_ZF_Average_137	0.000335198293131	0.000548714633347	0.000619857995969	0.000217656159523	0.000305455644841	0.000375623666466	0.000236286064984	0.000153698399309	0.000376928688395	0.000449587225814
C2H2_ZF_M0392_1.01	0.00127693840588	0.00111620648238	0.0011332554209	0.00136383181536	0.00107095035229	0.00128851071806	0.000882332800141	0.000708229199012	0.00111852651467	0.000565056677411
C2H2_ZF_M5791_1.01	0.00147408355077	0.00156283545698	0.00275880696405	0.00258289230246	0.00135381296096	0.00182821233179	0.00126198187329	0.00220651537426	0.00136770093905	0.00127623815129
C2H2_ZF_Average_191	0.00145281612245	0.00299210369773	0.00186518728836	0.00199104393619	0.00159946201377	0.00184967751908	0.00154595067535	0.00143269293992	0.00158136464939	0.00140088000642
C2H2_ZF_Average_177	0.00135457467091	0.00207819899988	0.00169807691394	0.00126742417681	0.00186728033338	0.00106349107	0.00158941871584	0.00131974861825	0.00106443822112	0.00135886980375
C2H2_ZF_M0393_1.01	0.0014961966579	0.00200392947896	0.00181700650587	0.00204189576537	0.00206795945523	0.00139283154591	0.00135410441164	0.00117059879891	0.00215981914832	0.00155825771304
C2H2_ZF_M5798_1.01	0.00209400084394	0.00171341645904	0.00242861197375	0.0016514825292	0.00143246045082	0.00146389402816	0.00137580333036	0.00109763588954	0.00124960201653	0.00226028462282
C2H2_ZF_M5789_1.01	0.00166819871932	0.00179130881017	0.00151605487319	0.00190776060089	0.00117062577957	0.00138772623521	0.00141712373346	0.00182060858153	0.00218223968358	0.00186162293599
C2H2_ZF_Average_185	0.00192091458659	0.00193703326919	0.00192310807916	0.00323166778868	0.00142708960211	0.00191446431178	0.0012377604184	0.000918485626533	0.00163156364259	0.00232586992454
C2H2_ZF_Average_181	0.00164714635367	0.0015208498377	0.00158076188425	0.00291785629451	0.00171297322107	0.0031597030464	0.00140660122626	0.00117470275684	0.00156274040522	0.0045085097603
C2H2_ZF_M6093_1.01	0.0014128312502	0.00203812075573	0.00223448059164	0.00183974749937	0.00241482448837	0.001234126528	0.000927995974351	0.00149055715522	0.00118284435992	0.00134530246769
C2H2_ZF_M6364_1.01	0.00177227597927	0.00219732001695	0.00189697389771	0.00138473591957	0.00207160043701	0.00171694778673	0.000905365599785	0.00195565939894	0.00196328699206	0.00200904739521
C2H2_ZF_M0402_1.01	0.00202563868955	0.00225770155447	0.00169762532923	0.00174666788151	0.00147179987779	0.00135699810863	0.00125169889413	0.0013298995914	0.00162269253907	0.00187835719144
C2H2_ZF_M0360_1.01	0.00393459462599	0.00177289870408	0.00211467136621	0.00116988446032	0.00138341085131	0.00169421418727	0.00194770318538	0.0013273409063	0.00132948008981	0.00333887848927
C2H2_ZF_Average_202	0.0013766538026	0.00169988942827	0.00152786239894	0.00168409924704	0.0017262148315	0.00101089038835	0.00122638628821	0.00103023144275	0.00114311054062	0.00199024615838
C2H2_ZF_Average_184	0.00194077392757	0.00204495469297	0.0017096232738	0.00229338189061	0.00136724507809	0.00152174139831	0.00123185157377	0.000841406874476	0.000978776007508	0.00109818990024
C2H2_ZF_M0367_1.01	0.00160858865121	0.00149885593972	0.00150820832995	0.00179152239543	0.0019297546855	0.0020134751904	0.00145131538463	0.00141975114179	0.001950464038	0.00142323564371
C2H2_ZF_M1820_1.01	0.00202878775659	0.00165812607007	0.00118521576026	0.00153863397498	0.000922942293151	0.00102588526248	0.00091507570487	0.000977084809004	0.00074740007401	0.000970611863762
C2H2_ZF_Average_156	0.00184179587363	0.00187060332032	0.00203700287138	0.00179072918493	0.00175282922628	0.00225877132618	0.00101474053209	0.00123833433966	0.00123911324361	0.0014129559306
C2H2_ZF_M0376_1.01	0.00125153015282	0.000983384788245	0.000868585537173	0.00108198986419	0.000925088807011	0.00075898892176	0.000752773293693	0.000524745084413	0.000925737866391	0.00110049768376
C2H2_ZF_M6145_1.01	0.00134828476192	0.00185056888434	0.00175218563596	0.00105358060487	0.00104497622411	0.00168375897144	0.00122735361901	0.00150243003135	0.00139902182503	0.00206097143761
C2H2_ZF_M5800_1.01	0.00188044131806	0.00156761608726	0.00194157174439	0.00255884058947	0.00534951001405	0.00138357998972	0.00156137496151	0.00123193645112	0.00157248898957	0.00136983240151
C2H2_ZF_M0401_1.01	0.00158614527998	0.00168325276271	0.00149196573074	0.00200291478276	0.00462886092756	0.00127135248292	0.00101536960271	0.000971969538362	0.00146701945723	0.00147430835178
C2H2_ZF_M0395_1.01	0.00155665367806	0.002384611325	0.00155908559873	0.00206548002157	0.0061050748565	0.0015004213071	0.00132851068291	0.00187095629924	0.00150564077705	0.000960077217848
C2H2_ZF_Average_122	0.00160198129958	0.00412515611496	0.00143429582195	0.00175641826128	0.00131228288637	0.00124440940861	0.00104621423836	0.00144309907068	0.00107658700306	0.00110085146828
C2H2_ZF_M6372_1.01	0.00189002227012	0.00194557248846	0.00153647026365	0.00190053450831	0.000981614596288	0.00124610234498	0.00114607489991	0.00140357881933	0.00125941229605	0.00117790774055
C2H2_ZF_M6358_1.01	0.00108641169323	0.00165811647915	0.00142029281625	0.00160282633586	0.00203813684074	0.0011516855549	0.00105267181878	0.00103062654699	0.000911791925911	0.00127898332042
C2H2_ZF_Average_221	0.00127508226981	0.0023486425843	0.00105987309241	0.00139166796004	0.00162970010162	0.00140590502689	0.00137353721647	0.00146496361802	0.00149931702127	0.00137413719238
C2H2_ZF_M6142_1.01	0.00168777466361	0.00214875884647	0.00257083522493	0.00141900872777	0.00354270621057	0.00149380323167	0.00151483749641	0.00107367250781	0.00158638125968	0.00159783170612
C2H2_ZF_M6144_1.01	0.00138793130699	0.00164657248083	0.00127439590833	0.001090110688	0.00150544198198	0.000988887031996	0.00109633193989	0.00128694962053	0.00126686836841	0.00120884371466
C2H2_ZF_Average_180	0.00203865196728	0.00357080677083	0.00146266683039	0.00129387579684	0.00259925818424	0.00125577172911	0.000694895394833	0.00132549800695	0.00138298128451	0.00144555753099
C2H2_ZF_M6019_1.01	0.00168162646378	0.00234570717784	0.00135368649046	0.00141180981415	0.00517854160044	0.00113172388925	0.00116735926093	0.000874012512284	0.0020921215806	0.00163882896762
C2H2_ZF_Average_216	0.00196206212739	0.00222363599366	0.00209733555761	0.00141587407891	0.00392691571072	0.00132711876248	0.00152014992686	0.000936138491343	0.00142814299908	0.00109192824625
C2H2_ZF_M0382_1.01	0.00165395011137	0.00135573956643	0.00127969854266	0.00160867324788	0.00294716895269	0.00162497117082	0.00113134779106	0.00122838038618	0.00159015264716	0.00191004358084
C2H2_ZF_M6302_1.01	0.00167402951969	0.0017603282979	0.00148813830596	0.00155721810898	0.003025174444	0.00135477091275	0.00106189881586	0.00139193763929	0.00116601370201	0.000742492319778
C2H2_ZF_Average_204	0.00159372011371	0.00243332562973	0.00362478445023	0.00275441259264	0.00105618503291	0.00168331745831	0.00146025677958	0.00129171695895	0.00125814070368	0.00310216148088
C2H2_ZF_M5308_1.01	0.001375212261	0.00162112835109	0.00237832296571	0.00290311997461	0.00192980831072	0.00168726369773	0.00151186049612	0.00176007642007	0.00104989361793	0.00295388946628
C2H2_ZF_Average_207	0.00130161853124	0.00151146852277	0.00189700006877	0.00176171853033	0.00189501189792	0.00104770018736	0.00126566366325	0.000892045713072	0.00109459803658	0.00150613182847
C2H2_ZF_Average_141	0.00218562049873	0.00147029915071	0.00185274211523	0.00162375761921	0.00204544082792	0.0019444411894	0.0013433794868	0.00133276197316	0.0017797749831	0.00129449653472
C2H2_ZF_Average_123	0.00173028504267	0.00160337193095	0.00250843430033	0.0014930919181	0.00172556814332	0.00177340816476	0.00125789798789	0.00180735648393	0.00151602669745	0.00121143710645
C2H2_ZF_Average_205	0.000880797444572	0.00165691657751	0.000974133497306	0.000964634053193	0.00153542525339	0.00117359199082	0.000901730705925	0.000651630632533	0.000856492092516	0.000820693771119
C2H2_ZF_M6240_1.01	0.00170427565824	0.00142739426228	0.00208646468323	0.00198098470951	0.0012906950923	0.00181582746673	0.00124791284914	0.00136247889753	0.00186692755263	0.00135590088904
C2H2_ZF_Average_210	0.000466145136611	0.000772846394508	0.000623382101839	0.000555364404799	0.0006908211628	0.000405190519357	0.00058301612535	0.000542358425264	0.000214924802635	0.00152944873251
C2H2_ZF_Average_219	0.00124065724712	0.00198325221759	0.00127577163295	0.00111982614794	0.00156518654717	0.00132639577091	0.000992377493022	0.00140457493341	0.00176143675871	0.00124861821429
C2H2_ZF_Average_211	0.00130845314081	0.0011263501297	0.00179244598267	0.000984489528214	0.000998245515214	0.00144767650176	0.00108704703893	0.00157545139901	0.00121804346797	0.00101211195115
