	HSC	MPP	LMPP	CMP	GMP	MEP	Mono	CD4	CD8	Nkcell	Bcell	CLP	Ery
C2H2_ZF_Average_204	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.838661008587	1.31488129146	-0.0	-0.0	-0.0
C2H2_ZF_M5308_1.01	-0.0	-0.0	1.12749125524	-0.0	-0.0	-0.0	-0.0	-0.0	2.81558510575	4.84598327642	-0.0	-0.0	-0.0
C2H2_ZF_Average_207	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_Average_141	-0.0	-0.0	0.755122403296	-0.0	0.0757287087882	-0.0	-0.0	-0.0	1.98642318388	-0.0	0.00499509867269	-0.0	-0.0
C2H2_ZF_Average_123	-0.0	-0.0	0.31848141871	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_Average_205	-0.0	-0.0	-0.0	-0.0	0.754326174121	-0.0	-0.0	-0.0	1.11178731813	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_M6240_1.01	-0.0	-0.0	0.128424317268	-0.0	-0.0	-0.0	-0.0	-0.0	0.296058027561	-0.0	-0.0	-0.0	0.0318773647006
C2H2_ZF_Average_210	-0.0	-0.0	-0.0	-0.0	0.588886526464	-0.0	-0.0	-0.0	-0.0	-0.0	0.56454056546	1.5378761725	-0.0
C2H2_ZF_Average_219	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_Average_211	-0.0	-0.0	-0.0	-0.0	0.702601959401	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_M6241_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.104665077406
C2H2_ZF_M4510_1.01	-0.0	-0.0	0.748018212583	-0.0	2.14064209692	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_Average_179	-0.0	-0.0	-0.0	-0.0	0.118718908468	-0.0	-0.0	-0.0	-0.0	-0.0	1.0358395914	-0.0	-0.0
C2H2_ZF_M6239_1.01	-0.0	-0.0	0.270498649378	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	2.32490248319
C2H2_ZF_M6020_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.226450436364	0.507339249402	0.621989470076	0.546468833462	-0.0	-0.0	-0.0
C2H2_ZF_M6155_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	1.73195989874
C2H2_ZF_M6140_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_Average_222	-0.0	-0.0	-0.0	-0.0	1.66377815791	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.58635917394	-0.0
C2H2_ZF_Average_172	-0.0	-0.0	0.0881750246149	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0393822390893
C2H2_ZF_M6357_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_M0369_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_M6378_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.245140873841	-0.0	0.202480766936
C2H2_ZF_Average_206	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	3.65137207962	2.2736799069	-0.0	-0.0	-0.0
C2H2_ZF_Average_166	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
C2H2_ZF_M6359_1.01	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	4.01228978022	-0.0	-0.0	-0.0
