Motif	Score	Cutoff
bHLH_T-box_M5449_1.01	6.53280026813	0.813074808287
bZIP_M3883_1.01	0.0	0.784948890886
bZIP_M3882_1.01	5.2455974718	0.836729835546
bZIP_Average_149	9.07476305353	0.960527689682
bZIP_Average_67	7.94035432671	0.88903631463
bZIP_Average_146	6.56014667871	1.0
bZIP_Average_117	5.379068705	1.0
bZIP_M4371_1.01	8.47495697435	0.859154037173
bZIP_M6050_1.01	8.40592777291	0.949641129098
bZIP_Average_154	8.46929881945	1.0
bZIP_M6149_1.01	8.83136912981	0.865948986372
bZIP_Average_148	8.78789929557	0.88166318365
bZIP_Average_145	8.36381588351	0.94986286826
bZIP_M0309_1.01	7.10965153727	0.947602170376
bZIP_Average_153	8.29897053994	0.964019938987
bZIP_M2910_1.01	8.80600954512	0.917880222375
bZIP_Average_141	5.85408052745	0.975252173896
bZIP_M6006_1.01	8.64960952292	0.922977415472
bZIP_Average_143	7.27504429733	0.911582280935
bZIP_Average_142	6.60353508333	0.845747834553
bZIP_M0300_1.01	7.81692896389	0.993157552011
bZIP_Average_150	7.43540048595	0.912926582071
bZIP_M5866_1.01	7.06868008991	0.827769445155
bZIP_Average_134	6.28696087516	0.959750692696
bZIP_M0304_1.01	7.31691903994	0.973127331155
bZIP_Average_147	4.18186037742	1.0
bZIP_M0305_1.01	5.25375394393	1.0
bZIP_M0287_1.01	3.24152898126	0.916413139245
bZIP_Average_152	2.57336337116	1.0
bZIP_Average_151	3.71620079735	1.0
bZIP_M2901_1.01	7.72906938055	0.967416533025
bZIP_M6329_1.01	9.39723787432	0.933083042187
bZIP_M5973_1.01	10.0851788354	0.943509606618
bZIP_Average_17	5.29536026521	0.805883684223
C2H2_ZF_M4354_1.01	7.81732917514	0.854945212832
C2H2_ZF_M5841_1.01	5.56934490697	0.8170219517
C2H2_ZF_Average_96	9.82160380776	0.895274547905
C2H2_ZF_M4323_1.01	10.2897631478	0.918515179988
C2H2_ZF_Average_187	6.91541156702	0.902924564698
C2H2_ZF_M0407_1.01	5.68408066358	0.899456614453
C2H2_ZF_M5334_1.01	0.0	0.766738097655
C2H2_ZF_M5333_1.01	0.0	0.767209852531
C2H2_ZF_M5778_1.01	4.38247275057	0.82096016339
C2H2_ZF_M5799_1.01	7.19716865028	0.891092289713
C2H2_ZF_M6360_1.01	5.12287465194	0.821217465201
C2H2_ZF_M5793_1.01	8.3570077213	0.860552373395
C2H2_ZF_M5794_1.01	8.25422472069	0.872220318952
C2H2_ZF_M5930_1.01	8.28150111814	0.892180126045
C2H2_ZF_Average_167	9.7524396243	0.965813877515
C2H2_ZF_Average_137	5.46009382001	1.0
C2H2_ZF_M0392_1.01	9.48265505464	0.97533628138
C2H2_ZF_M5791_1.01	3.92715313315	0.806675497252
C2H2_ZF_Average_191	8.66975821542	0.877314368186
C2H2_ZF_Average_177	7.94568067295	0.991278443962
C2H2_ZF_M0393_1.01	7.17346551986	0.982855313697
C2H2_ZF_M5798_1.01	8.59676750596	0.888262244852
C2H2_ZF_M5789_1.01	6.44310938841	0.836863567031
C2H2_ZF_Average_185	9.21116981994	0.996181452694
C2H2_ZF_Average_181	8.42734254622	0.947258715106
C2H2_ZF_M6093_1.01	8.70139650112	0.957460399411
C2H2_ZF_M6364_1.01	8.03912250848	0.932974285253
C2H2_ZF_M0402_1.01	7.96059487239	0.952711814551
C2H2_ZF_M0360_1.01	7.8377617413	0.962817997378
C2H2_ZF_Average_202	9.05827876106	0.919249473926
C2H2_ZF_Average_184	8.3762587529	0.98608040724
C2H2_ZF_M0367_1.01	9.02464176943	0.968394477398
C2H2_ZF_M1820_1.01	7.07132102631	1.0
C2H2_ZF_Average_156	6.62772160559	0.836532163942
C2H2_ZF_M0376_1.01	6.15006164874	0.892449265713
C2H2_ZF_M6145_1.01	9.37807387629	0.97453761817
C2H2_ZF_M5800_1.01	6.8910621838	0.84967791527
C2H2_ZF_M0401_1.01	5.18830253254	0.919623775469
C2H2_ZF_M0395_1.01	7.01740381043	0.948697714542
C2H2_ZF_Average_122	11.0808429471	0.923612633371
C2H2_ZF_M6372_1.01	9.90317278305	0.940813285096
C2H2_ZF_M6358_1.01	9.26584545517	0.882004092818
C2H2_ZF_Average_221	8.97003560342	0.980149145554
C2H2_ZF_M6142_1.01	9.01873051141	0.923721783827
C2H2_ZF_M6144_1.01	8.63576484967	0.993122366853
C2H2_ZF_Average_180	7.4985847839	0.887238261492
C2H2_ZF_M6019_1.01	8.76679314797	0.943618636897
C2H2_ZF_Average_216	6.96786926766	0.946661944847
C2H2_ZF_M0382_1.01	6.54405870378	0.962919279797
C2H2_ZF_M6302_1.01	9.02302708602	0.862847481112
C2H2_ZF_Average_204	8.63309313224	0.933503562405
C2H2_ZF_M5308_1.01	7.50805692764	0.860829481947
C2H2_ZF_Average_207	7.12612185294	0.944356888496
C2H2_ZF_Average_141	5.28746910864	0.830420332146
C2H2_ZF_Average_123	7.19751516978	0.854672868929
C2H2_ZF_Average_205	6.13656017074	1.0
C2H2_ZF_M6240_1.01	8.23982452246	0.939628963825
C2H2_ZF_Average_210	6.58650399793	1.0
C2H2_ZF_Average_219	7.74153200056	0.931592187556
C2H2_ZF_Average_211	7.94104183469	0.954055076728
C2H2_ZF_M6241_1.01	8.32414367413	0.935115719411
C2H2_ZF_M4510_1.01	9.00900922838	0.922565647351
C2H2_ZF_Average_179	8.24158769559	0.975554133294
C2H2_ZF_M6239_1.01	9.55101755902	0.911260808267
C2H2_ZF_M6020_1.01	9.59501107514	0.947369334589
C2H2_ZF_M6155_1.01	11.4215894776	0.928987116925
C2H2_ZF_M6140_1.01	10.4493000901	0.935201036471
C2H2_ZF_Average_222	10.552796007	0.922994195322
C2H2_ZF_Average_172	6.06069088607	0.963751191834
C2H2_ZF_M6357_1.01	8.24769671907	0.912595193309
C2H2_ZF_M0369_1.01	5.29073761684	0.958617729729
C2H2_ZF_M6378_1.01	7.5975096103	0.931856509712
C2H2_ZF_Average_206	9.85696331618	0.891281546448
C2H2_ZF_Average_166	7.16145232792	0.998559506357
C2H2_ZF_M6359_1.01	7.85227170861	0.905398160531
C2H2_ZF_M0366_1.01	7.70449768804	0.947557716015
C2H2_ZF_M0397_1.01	8.31452602069	0.982669762408
C2H2_ZF_Average_200	8.76839878721	0.890068186076
C2H2_ZF_Average_124	8.55649186069	0.922927205623
C2H2_ZF_Average_217	5.54076868224	0.853868408142
C2H2_ZF_M1842_1.01	7.12016825134	0.876805608842
C2H2_ZF_Average_194	7.07858703719	0.946377729049
C2H2_ZF_M5776_1.01	7.15651024506	0.852676049296
C2H2_ZF_Average_209	8.43982531376	0.897514030359
C2H2_ZF_M3979_1.01	8.34965501034	0.927173268266
C2H2_ZF_Average_83	8.17965840391	0.904297815851
C2H2_ZF_M4502_1.01	7.66457253702	0.869899843594
C2H2_ZF_Average_190	8.78365487123	0.845151858478
C2H2_ZF_M4475_1.01	7.94732592418	0.830191815669
C2H2_ZF_Average_154	7.49271494351	0.80546888294
C2H2_ZF_M4537_1.01	6.4775014609	0.82927082718
C2H2_ZF_Average_188	8.12556916556	1.0
C2H2_ZF_Average_82	7.52452693445	0.875617419041
C2H2_ZF_Average_77	9.02333783659	0.931788773515
C2H2_ZF_M5792_1.01	2.66208064804	0.793816599592
C2H2_ZF_M5569_1.01	3.98392464882	0.813994163549
C2H2_ZF_M5122_1.01	0.379969151015	0.782910732726
C2H2_ZF_M5795_1.01	2.88334830222	0.800397350077
C2H2_ZF_M2193_1.01	5.37997223221	0.826283794574
C2H2_ZF_M6139_1.01	8.47748852687	0.940104058111
C2H2_ZF_M6374_1.01	8.64425137604	0.97876377514
C2H2_ZF_M6376_1.01	9.27850540206	0.958260230841
C2H2_ZF_Average_174	8.97459473296	0.975552803787
C2H2_ZF_M6363_1.01	9.22272477259	0.930392099953
C2H2_ZF_M0364_1.01	8.00002514485	0.977559029405
C2H2_ZF_M0409_1.01	5.1404874469	0.895473586825
C2H2_ZF_M0380_1.01	7.34747154651	0.921577799392
C2H2_ZF_M0406_1.01	7.39393274167	1.0
C2H2_ZF_M0405_1.01	7.00726136091	0.987320200025
C2H2_ZF_Average_218	1.13691720387	1.0
C2H2_ZF_M0404_1.01	5.98592353916	0.987326466957
C2H2_ZF_M5955_1.01	13.9214473628	0.924596197737
C2H2_ZF_M0384_1.01	5.64857353049	0.881294976482
C2H2_ZF_M6221_1.01	8.50213416204	0.96563736356
C2H2_ZF_M6016_1.01	6.55208212831	0.918126576805
C2H2_ZF_M2812_1.01	7.04802554747	1.0
C2H2_ZF_M0411_1.01	7.35594711902	0.996446146238
C2H2_ZF_M5790_1.01	4.85903387933	0.825997317662
C2H2_ZF_Average_220	9.24481089175	0.918746234598
C2H2_ZF_M3098_1.01	10.579110978	0.952673522807
C2H2_ZF_M5786_1.01	5.79851503452	0.824199940785
C2H2_ZF_Homeodomain_Average_6	7.84514666336	1.0
C2H2_ZF_Homeodomain_M2825_1.01	7.92676739904	0.992433090681
CBF_NF-Y_Average_2	8.41128865149	0.924787267522
CENPB_M5139_1.01	6.18870516287	0.85610581824
CSD_M6356_1.01	7.4459998795	0.945955017849
CSL_M6318_1.01	8.65921483621	0.95607811161
CUT_Homeodomain_Average_10	6.94671363737	0.922209543778
CUT_Homeodomain_Average_6	8.3551842162	0.943261109614
CUT_Homeodomain_Average_5	7.56108785565	0.826454812783
CUT_Homeodomain_M5151_1.01	7.4975070666	0.825453674767
CUT_Homeodomain_Average_9	10.3380620683	0.934757821101
CUT_Homeodomain_M2889_1.01	7.86439861829	0.892854212551
CUT_Homeodomain_M2892_1.01	7.7405879506	0.885265841502
CxC_M0529_1.01	9.1285205121	0.994169583429
CxxC_Average_4	2.64426832948	1.0
CxxC_Average_2	3.54691150098	1.0
CxxC_Average_3	2.11860951329	1.0
CxxC_M6004_1.01	6.21709379724	0.979540677707
CxxC_M0548_1.01	5.72766213234	0.895385792538
CxxC_M0547_1.01	7.28934280862	0.943494878964
DM_Average_5	8.46105738708	0.977043341542
DM_M0564_1.01	9.47264847701	0.983504065483
DM_Average_4	2.77192138563	1.0
DM_Average_1	5.27254720589	1.0
DP_E2F_M6334_1.01	5.84996545383	0.884990485607
E2F_Average_32	5.84214754751	0.823295789575
E2F_Average_24	5.01102629723	0.821594334514
E2F_Average_31	5.99741834836	0.898709872375
E2F_Average_28	7.33329013642	0.937715767044
E2F_Average_33	5.80523247265	1.0
E2F_Average_27	6.33333718122	0.933934502171
EIN3_Average_2	6.16185925785	1.0
EIN3_Average_1	4.57147254997	0.814417608369
Ets_Average_110	6.39445735956	1.0
Ets_Average_70	5.75665161089	0.979451713331
Ets_M1778_1.01	7.88588870298	1.0
Ets_Average_109	8.3729277744	0.964719445319
Ets_M6042_1.01	8.69314514578	0.935157891272
Ets_M6024_1.01	9.53372924506	0.925758871912
Ets_Average_72	3.436781091	0.794060361089
Ets_Average_100	9.81570605335	0.918375530024
Ets_M5244_1.01	6.09978342415	0.829089453309
Ets_M5201_1.01	1.13371217888	0.764469082194
Ets_Average_93	4.20637207071	1.0
Ets_Average_39	4.78002561721	0.829693121034
Ets_Average_53	8.88443330481	0.88371466122
Ets_Average_12	5.85674445077	0.799878095107
Ets_Average_34	4.2545825369	0.802367728072
Forkhead_Average_66	7.38414876931	0.877456442735
Forkhead_M5254_1.01	8.2121284989	0.853688017314
Forkhead_M0644_1.01	7.58238978072	1.0
Forkhead_M6063_1.01	10.1009550688	0.972570154689
Forkhead_Average_104	10.6587489976	1.0
Forkhead_Average_98	8.71037710598	1.0
Forkhead_Average_101	6.80741148693	1.0
Forkhead_Average_103	11.28816973	0.927449789017
Forkhead_Average_14	9.99281524526	0.873795024789
Forkhead_M6055_1.01	8.9029936869	0.913227133494
Forkhead_Average_105	9.88624477362	0.941656876785
Forkhead_M3127_1.01	10.3906865392	0.945613514183
Forkhead_M6068_1.01	9.61010002213	0.996108182026
Forkhead_Average_20	5.88047955957	0.832616753015
Forkhead_M5271_1.01	5.11283575937	0.819158894905
Forkhead_Average_74	4.30667647998	1.0
Forkhead_Average_1	6.40641164463	0.837251281357
Forkhead_M2151_1.01	9.37649527691	0.961185447521
Forkhead_M6059_1.01	7.94315461951	0.911491257224
Forkhead_M1734_1.01	5.79695476176	0.990415592312
Forkhead_M1735_1.01	6.87026226244	1.0
Forkhead_Average_75	9.03518220857	0.885578726984
GATA_Average_32	7.41390445104	1.0
GATA_M3183_1.01	8.44494840228	0.947594374098
GATA_M3198_1.01	9.22456048335	0.979224506389
GATA_M4535_1.01	8.78372741486	0.917534516225
GATA_Average_33	4.06280564103	1.0
GATA_Average_30	5.17106457332	1.0
GCM_Average_9	7.56787336499	0.934526856215
GCM_Average_8	5.91455796203	0.943298319803
GCM_M5304_1.01	8.20523897648	0.870247376144
Grainyhead_Average_6	7.88831897785	0.891970165082
Grainyhead_M6333_1.01	8.57688916935	0.916465893333
Grainyhead_M2949_1.01	8.75788302949	0.962932636744
Grainyhead_Average_4	7.95909579749	0.92364976535
Grainyhead_M5316_1.01	6.78040334894	0.809811114616
Grainyhead_M6348_1.01	7.51092086064	1.0
Homeodomain_M2900_1.01	5.76806749379	1.0
Homeodomain_M1766_1.01	9.89358833987	0.845631262029
Homeodomain_M3061_1.01	6.01337754078	1.0
Homeodomain_M1729_1.01	6.9665558447	0.973216798289
Homeodomain_Average_371	9.04073953288	0.864886425743
Homeodomain_Average_43	9.43510039925	0.877708503458
Homeodomain_Average_132	9.00565118503	0.859775999173
Homeodomain_Average_385	7.16111045803	1.0
Homeodomain_Average_280	7.56133959146	0.925997906229
Homeodomain_M2139_1.01	9.1864153927	0.93991079803
Homeodomain_Average_377	9.66759268132	0.967615553821
Homeodomain_M0858_1.01	8.43481133311	0.989352071631
Homeodomain_M5766_1.01	8.25595471086	0.960190296562
Homeodomain_M3510_1.01	10.6836621311	0.936183326374
Homeodomain_Average_389	8.85063500907	0.977107340064
Homeodomain_Average_395	8.22284570256	1.0
Homeodomain_M5976_1.01	8.9230155428	0.982981139815
Homeodomain_Average_405	7.11338214541	1.0
Homeodomain_Average_378	6.20585393581	1.0
Homeodomain_Average_380	5.61641655883	1.0
Homeodomain_Average_349	6.78799351919	1.0
Homeodomain_Average_359	5.93757716413	1.0
Homeodomain_Average_404	4.34289509082	1.0
Homeodomain_Average_286	4.7260539821	1.0
Homeodomain_Average_366	4.78274873667	1.0
Homeodomain_Average_318	4.80107878877	1.0
Homeodomain_Average_152	4.95859024653	1.0
Homeodomain_M3446_1.01	6.64245262091	0.963399226117
Homeodomain_M3472_1.01	6.58750237481	0.92240854865
Homeodomain_M3303_1.01	5.74252881893	0.983066285289
Homeodomain_Average_261	10.196528867	0.86268398567
Homeodomain_Average_41	8.89654655837	0.878438581325
Homeodomain_Average_314	8.76452129682	0.855921918828
Homeodomain_Average_34	9.41675906543	0.905737365474
Homeodomain_M6258_1.01	8.30071062115	1.0
Homeodomain_M3298_1.01	7.39699215083	0.844114849894
Homeodomain_M5413_1.01	7.8783016919	0.91895877292
Homeodomain_Average_332	9.64301861745	0.937632717352
Homeodomain_Average_33	7.48770753812	0.875112292305
Homeodomain_M6257_1.01	9.90517903669	0.94292527129
Homeodomain_Average_186	8.33915619743	0.937013500152
Homeodomain_M2172_1.01	9.05996939531	0.951163419601
Homeodomain_M6112_1.01	8.25439410062	0.913663734161
Homeodomain_Average_399	9.40372588337	0.949410138038
Homeodomain_M6238_1.01	8.95656790156	0.949825558788
Homeodomain_Average_305	8.26698660133	1.0
Homeodomain_Average_142	9.0371681625	0.940032615355
Homeodomain_M5445_1.01	9.12454735866	0.886624000289
Homeodomain_M2886_1.01	9.62189952689	0.908498163995
Homeodomain_Average_28	7.25284108618	0.864346485321
Homeodomain_Average_268	8.91459563568	0.965276963772
Homeodomain_M0992_1.01	8.57674106355	0.995394349764
Homeodomain_M6123_1.01	9.43060307374	1.0
Homeodomain_M6108_1.01	9.54674250362	0.957008366444
Homeodomain_Average_386	7.19676750215	1.0
Homeodomain_Average_353	9.18570545823	0.99027934943
Homeodomain_Average_390	5.65844158407	1.0
Homeodomain_M6121_1.01	8.95262329667	0.949703928204
Homeodomain_Average_238	6.94037967876	1.0
Homeodomain_M5349_1.01	8.3011419551	0.888229232271
Homeodomain_M5767_1.01	2.77605005524	0.777211105922
Homeodomain_Average_355	9.24128325207	0.892305485547
Homeodomain_M6365_1.01	10.5167391418	0.961651278444
Homeodomain_M6120_1.01	9.60542826728	0.976627029098
Homeodomain_M0986_1.01	9.23540911112	0.986666048522
Homeodomain_M0985_1.01	9.34634956201	0.981024778811
Homeodomain_Average_101	9.4838978848	0.935186765107
Homeodomain_M6118_1.01	8.01786322192	0.862781334402
Homeodomain_M6196_1.01	9.02054376534	0.97773908692
Homeodomain_M6193_1.01	7.68871086501	0.962391372627
Homeodomain_Average_72	9.70856171762	0.967595965424
Homeodomain_Average_394	7.51115789355	1.0
Homeodomain_Average_338	4.73435833985	1.0
Homeodomain_Average_289	9.19804372425	0.968412774055
Homeodomain_M6007_1.01	8.94435438867	0.988022304337
Homeodomain_M5336_1.01	8.27767462318	0.957131450306
Homeodomain_Average_383	3.30984183093	1.0
Homeodomain_Average_351	2.87065113057	1.0
Homeodomain_Average_402	3.03404597197	1.0
Homeodomain_M0888_1.01	4.06366263334	0.995297690975
Homeodomain_M0906_1.01	4.36351637766	1.0
Homeodomain_Average_401	2.7464244296	1.0
Homeodomain_Average_376	2.6196340153	1.0
Homeodomain_Average_370	3.46963473546	1.0
Homeodomain_Average_319	2.8432086042	1.0
Homeodomain_M0943_1.01	4.69580119677	0.999071047877
Homeodomain_Average_400	4.46335463316	1.0
Homeodomain_Average_367	2.04138899403	1.0
Homeodomain_M0967_1.01	3.60057441637	0.921075139912
Homeodomain_Average_361	2.96459084573	1.0
Homeodomain_Average_246	3.42582175708	1.0
Homeodomain_Average_187	4.06833654368	1.0
Homeodomain_Average_372	6.04436736505	1.0
Homeodomain_Average_312	1.93284584242	1.0
Homeodomain_M0808_1.01	3.09370541912	0.96531925205
Homeodomain_Average_345	6.58601633838	1.0
Homeodomain_Average_326	5.49535847381	1.0
Homeodomain_M0811_1.01	8.5752345638	0.989611129081
Homeodomain_M0848_1.01	8.77138177944	0.968185165912
Homeodomain_Average_200	7.93949771145	0.859066596857
Homeodomain_Average_139	9.35648194477	0.904146531366
Homeodomain_M6338_1.01	8.55354030455	0.907232328517
Homeodomain_M6344_1.01	7.4767659016	0.961823444809
Homeodomain_M6345_1.01	8.51927983129	0.911333348659
Homeodomain_M6091_1.01	8.33303489782	0.930633728502
Homeodomain_Average_79	8.43735626237	0.952012898142
Homeodomain_M5856_1.01	9.68839698579	0.93359928688
Homeodomain_M3271_1.01	5.33094882348	0.862704328055
Homeodomain_Paired_box_M3586_1.01	8.79539895909	0.964652206799
Homeodomain_Paired_box_M3588_1.01	10.1449597106	0.845761837981
Homeodomain_Paired_box_Average_9	8.79069592496	0.992199270079
Homeodomain_Paired_box_M3581_1.01	6.49439249812	0.993528934173
Homeodomain_Paired_box_Average_2	8.63351181322	0.921335845135
Homeodomain_Paired_box_Average_6	6.91237060677	0.995434402617
Homeodomain_Paired_box_M3587_1.01	7.91740859932	0.968154348849
Homeodomain_Paired_box_Average_8	7.60036639109	0.861187664062
Homeodomain_Paired_box_M3585_1.01	7.62742701629	0.864877361725
Homeodomain_Paired_box_Average_10	6.89034178817	0.876003149574
Homeodomain_Paired_box_M3583_1.01	5.05094736085	0.862293206063
Homeodomain_POU_Average_48	9.30336679334	0.994700890196
Homeodomain_POU_M5566_1.01	7.06908644847	0.836785700466
Homeodomain_POU_M2879_1.01	9.2267203501	0.938601841105
Homeodomain_POU_Average_44	5.75496465191	1.0
Homeodomain_POU_M3547_1.01	7.40568763258	0.953285709352
Homeodomain_POU_M1143_1.01	7.36220741814	0.970682899111
Homeodomain_POU_Average_50	4.40574680465	1.0
Homeodomain_POU_M3945_1.01	8.90766263505	0.963607834658
Homeodomain_POU_Average_43	9.47563870092	0.957043278136
Homeodomain_POU_Average_32	9.82146364399	0.940712759756
Homeodomain_POU_Average_47	9.86057247851	0.903570224488
Homeodomain_POU_M1146_1.01	7.22421184286	0.963967186967
Homeodomain_POU_M3550_1.01	9.71807302557	0.971993572305
Homeodomain_POU_Average_46	9.02198881324	0.931985305944
Homeodomain_POU_Average_45	9.74328391306	0.91991824084
Homeodomain_POU_M6245_1.01	8.66558671227	0.978482772739
Homeodomain_POU_M6236_1.01	9.82381746376	0.954252020156
Homeodomain_POU_M1137_1.01	8.82991831133	1.0
Homeodomain_POU_M3642_1.01	9.32226074977	0.908357830748
HSF_Average_3	7.27670478477	0.833864191053
HSF_M5388_1.01	7.28280944538	0.920471668424
HSF_Average_8	9.16779886274	0.880334338915
HSF_Average_6	7.50960206228	0.962372355943
HSF_M4439_1.01	6.70147115562	0.834567949443
IRF_Average_23	9.41327796664	0.912217248326
IRF_M6129_1.01	13.2038274351	0.964586769574
IRF_Average_22	7.50412599579	0.927119631803
IRF_M5396_1.01	8.374948502	0.851756898035
IRF_M4333_1.01	9.50134358429	0.923067357995
IRF_M6130_1.01	7.18290635021	0.860066890352
IRF_Average_17	6.09672180333	1.0
IRF_M1167_1.01	6.94495436288	0.956444860439
IRF_Average_24	5.74359992496	0.981651739795
IRF_M1164_1.01	6.30957107206	0.984387573071
MADS_box_Average_21	10.4737337367	0.95436198869
MADS_box_M3423_1.01	7.89125252247	0.836904199403
MADS_box_M3420_1.01	5.1677188716	0.84143497717
MADS_box_Average_20	8.04228159892	0.913698502514
MADS_box_M3822_1.01	4.40860469118	0.816796010624
MADS_box_M1200_1.01	4.77496085411	0.94300025719
MBD_Average_1	7.33675092334	0.969256722111
MBD_M1203_1.01	3.72827993004	0.989872977602
Myb_SANT_M1793_1.01	9.43326526831	0.972648064763
Myb_SANT_M2938_1.01	7.79710763892	0.865786552712
Myb_SANT_Average_10	5.87921178276	1.0
Myb_SANT_Average_6	6.05066662279	0.832425938158
Myb_SANT_Average_2	6.48528280267	0.910876054549
Myb_SANT_Average_5	6.75042663026	0.854513432109
Myb_SANT_M6168_1.01	7.76618435063	0.973369576526
Myb_SANT_Average_9	6.59847160804	0.822478397067
Myb_SANT_M1260_1.01	9.55220371761	0.98477518018
Myb_SANT_Average_3	9.20326266042	0.94275893216
Myb_SANT_M1261_1.01	6.6316430668	0.911362828684
Myb_SANT_M1262_1.01	6.3530895453	0.935535457249
Myb_SANT_M4397_1.01	4.59759141948	0.793944830136
Myb_SANT_Average_7	9.13775049505	0.984035947152
Ndt80_PhoG_M1320_1.01	6.49023830556	0.875
Ndt80_PhoG_M1321_1.01	5.69723632322	0.92372702385
Nuclear_receptor_Average_172	8.63068823123	0.865741604827
Nuclear_receptor_Average_73	9.06152881915	0.878121201447
Nuclear_receptor_M2830_1.01	10.6391886023	0.929987846582
Nuclear_receptor_Average_167	6.17887143757	0.825096756252
Nuclear_receptor_M5758_1.01	4.66124533751	0.797017377664
Nuclear_receptor_M5757_1.01	4.64185404557	0.800892372198
Nuclear_receptor_Average_174	8.45601460187	1.0
Nuclear_receptor_M6265_1.01	9.72904377896	0.901600211105
Nuclear_receptor_Average_151	9.01180178344	0.93764867849
Nuclear_receptor_Average_63	9.623058709	0.974175994513
Nuclear_receptor_Average_175	8.76544713124	0.859557061183
Nuclear_receptor_Average_154	11.535936229	0.946842017615
Nuclear_receptor_Average_144	6.39246814807	0.824634965254
Nuclear_receptor_M6263_1.01	8.58853644091	0.865156637402
Nuclear_receptor_M5504_1.01	5.8225915661	0.838859622722
Nuclear_receptor_M6203_1.01	8.22612619203	0.870234871393
Nuclear_receptor_Average_176	8.23263694513	0.841162202673
Nuclear_receptor_Average_168	5.9068887444	1.0
Nuclear_receptor_M1341_1.01	5.82045734706	0.983007338691
Nuclear_receptor_Average_170	8.61596036188	0.863077686067
Nuclear_receptor_M6210_1.01	10.0138303649	0.897610011257
Nuclear_receptor_M6202_1.01	0.0	0.777813719509
Nuclear_receptor_Average_85	8.2099139361	0.866900789415
Nuclear_receptor_Average_171	7.16698340505	1.0
Nuclear_receptor_M1354_1.01	9.18231652364	0.985575578839
Nuclear_receptor_M1331_1.01	6.2393310613	0.990971467017
Nuclear_receptor_Average_157	8.4495068089	0.892505341471
Nuclear_receptor_M6157_1.01	9.03387516154	0.928671959647
Nuclear_receptor_Average_58	5.7666799184	0.838976752387
Nuclear_receptor_M6352_1.01	8.54908966528	0.863208468519
Nuclear_receptor_Average_62	5.66904439128	0.824742222853
Nuclear_receptor_Average_20	7.02716750524	0.863357102555
Nuclear_receptor_M1843_1.01	9.02887606727	1.0
p53_M5923_1.01	6.8019898139	0.841955705255
p53_M5922_1.01	7.96356960665	0.873013615307
p53_Average_10	8.10932511303	0.983174810108
p53_Average_8	8.25844760924	0.865020571226
p53_M3568_1.01	0.0	0.783634325303
Paired_box_Average_7	5.97459553357	0.840030121247
Paired_box_Average_6	8.23337188232	0.887423640294
Paired_box_M3591_1.01	0.511540479937	0.838091713069
Paired_box_M3590_1.01	6.67389951504	0.871404998502
Paired_box_M6230_1.01	7.45241988573	0.940102896597
Paired_box_M6228_1.01	9.05189489775	1.0
Pipsqueak_Average_1	5.13841807004	1.0
