# maelstrom - GimmeMotifs version 0.10.0b4
# method: rf with motif score
# motif table: hg19.most_variable.out/motif.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	Bcell	CD4	CD8	CLP	CMP	Ery	GMP	HSC	LMPP	MEP	MPP	Mono	Nkcell
bHLH_Average_140	0.0012904175158	0.00176105964091	0.001278770047	0.00340096156563	0.00112263235155	0.00198330945701	0.00235380239201	0.00168630819403	0.00176465157172	0.00187910865189	0.00206911123978	0.00243332664703	0.00189423789571
bHLH_M0210_1.01	0.00105604003062	0.00155304773808	0.00129904507481	0.00135040349215	0.0018280414861	0.00159678484265	0.00198370125727	0.00193087343845	0.00206655624182	0.00148834186458	0.00177824043757	0.00238004982956	0.0013347087023
bHLH_M6165_1.01	0.00221032430082	0.00163377614723	0.00143400894095	0.00134891896946	0.00196205992248	0.00119753870811	0.00150457932807	0.00267948386772	0.00199918365366	0.00218148592607	0.00138849605364	0.00114249991071	0.00176782660768
bHLH_M6031_1.01	0.00128592627133	0.00262758271176	0.00220385079236	0.00157719051142	0.00111378953011	0.00154089231806	0.00219497721136	0.00161004785727	0.00164536687047	0.00122732464796	0.00173174843903	0.0010873480255	0.00190095767802
bHLH_M0187_1.01	0.00148995871712	0.0017421516886	0.0015793979321	0.00153422010732	0.0013553606615	0.000816650716479	0.00164416976568	0.0020258931621	0.00183789903328	0.00189696137466	0.00189901302061	0.0012890981544	0.00169924109981
bHLH_M2787_1.01	0.00142744481258	0.0021148126454	0.00204455724175	0.00123582031871	0.00190697915169	0.00164318146986	0.0018343212498	0.0017414904478	0.00153658697042	0.0012424600904	0.00210628433853	0.00172848529827	0.00151560404015
bHLH_Average_139	0.00168559794049	0.00167884698119	0.00179502400808	0.00115501556643	0.00136353069727	0.00118930566593	0.00164063996311	0.00204785281258	0.0011886806166	0.00138911192498	0.00183275791659	0.000851543482312	0.00216252749823
bHLH_Average_115	0.00176811784554	0.00127633924904	0.00179152247909	0.00147098179096	0.00204502167879	0.000949287255466	0.00164328166272	0.00179685877102	0.00101510387042	0.00183413470674	0.0013393097306	0.00230236922474	0.00225640680794
bHLH_Average_117	0.0021093991418	0.00237416834045	0.00178849192515	0.0016012064815	0.00145890729478	0.00104641105096	0.0020271816099	0.00173110867954	0.0016221921494	0.00201266571124	0.00165315579355	0.00176301848995	0.00118557525974
bHLH_M5969_1.01	0.00129129896209	0.00199366071059	0.0019943425745	0.00142733026824	0.00175280260403	0.00130534095362	0.00160806690595	0.00193010488414	0.00129504427429	0.00103604797876	0.00145232805347	0.00166485510897	0.00125392177191
bHLH_M6087_1.01	0.00175897461295	0.00137587315814	0.00294223109416	0.00141050173506	0.000901628482988	0.00125397738565	0.00165328863733	0.00167093540908	0.00334175935829	0.00196242889529	0.00233889304879	0.00159154251641	0.00158757133818
bHLH_Average_143	0.00176587836463	0.00151593857822	0.00149848428108	0.0618609545041	0.000918313350791	0.000654977620895	0.00141785030773	0.00223746255421	0.00157965903947	0.00139109543584	0.0014038670507	0.000784210417599	0.00136648680653
bHLH_T-box_M5447_1.01	0.0014915950806	0.00118461255514	0.00277176038887	0.00125023503343	0.00095133840599	0.00121052113675	0.00108928856889	0.00174221993384	0.00159443097696	0.00115368518898	0.00199135601545	0.00173167055518	0.0132924445706
bHLH_T-box_M5448_1.01	0.00146447863661	0.00214408840424	0.00149005154582	0.00111939339092	0.00159221169249	0.000927986908401	0.00169118481578	0.00128308239776	0.00173350336856	0.00171948379683	0.00145874115593	0.00150699161705	0.00310190650531
bHLH_T-box_M5449_1.01	0.00173071920136	0.00113657834078	0.00195619752951	0.00156848483689	0.00199129973063	0.00149955325964	0.00124132131509	0.00169706304214	0.00212892965631	0.00184762490464	0.00211696882284	0.00154307596268	0.00578817263703
bZIP_M3883_1.01	0.00172326145726	0.00140128055583	0.00232064078485	0.00173670684372	0.00103012067426	0.00104376865926	0.00119797290394	0.00177342365047	0.00148537695235	0.00165455751798	0.0022120502157	0.00239274627642	0.00160530495483
bZIP_M3882_1.01	0.00152702384107	0.00218575115901	0.00166296119308	0.00147594263815	0.00154183443543	0.00145311249694	0.00192785333956	0.000952417904343	0.0014604784909	0.00177990156084	0.00175778351097	0.00241440580094	0.00222013035913
bZIP_Average_149	0.00180187296389	0.00115790897808	0.00262251993482	0.00194456285371	0.00169925545563	0.00148471190478	0.00179107689156	0.00237320861476	0.00168849476149	0.00214091694112	0.00171581899325	0.0100205622351	0.00153786158469
bZIP_Average_67	0.001880158103	0.00183965740956	0.00143465024686	0.00118094215766	0.00611045044961	0.00142147068311	0.00610528371794	0.00156012875984	0.00146451137859	0.00459564691411	0.00163814004661	0.00766453346599	0.00178821452164
bZIP_Average_146	0.000867482714836	0.000684113097636	0.000440947019634	0.000930817443758	0.000622934153085	0.000297457466586	0.000590040256778	0.00112777468395	0.000515280003701	0.0010353506118	0.000815546353174	0.00167245840163	0.000439503048486
bZIP_Average_117	0.00102747677832	0.000960425566583	0.0008096601404	0.00176027254292	0.000628739800533	0.00072218536456	0.000660225267687	0.000997045608325	0.000421639300981	0.00128564321723	0.000810383524125	0.00114250897538	0.000580054076623
bZIP_M4371_1.01	0.00190863909803	0.00171859878841	0.00139908913093	0.0011900252882	0.00156535650525	0.00129643136392	0.00181857634848	0.00149260322705	0.00156717741184	0.00205741304014	0.00217034009499	0.00315319175299	0.00109804765398
bZIP_M6050_1.01	0.00140529360314	0.00164384755433	0.00199470440724	0.00187787575059	0.000994164504544	0.00134908250998	0.00165665828295	0.00140973007107	0.00207236439352	0.00143263462877	0.00164912750966	0.00197844210336	0.00238370568979
bZIP_Average_154	0.00101290985908	0.000965106258251	0.00117609871947	0.000822602147369	0.00110981086173	0.000831154114288	0.00128757317993	0.00207849058277	0.00153720161411	0.00147926590111	0.00159533143474	0.00111990143908	0.00137282981935
bZIP_M6149_1.01	0.00136585732151	0.00176093612824	0.00137352638137	0.00131648006422	0.00173757411369	0.00112558213173	0.00131056190794	0.00186095289673	0.00147626511339	0.00189601831149	0.00158324509118	0.00189420908636	0.00151410259044
bZIP_Average_148	0.0010420084899	0.000862686707199	0.00166942601406	0.00121018562766	0.00131554795516	0.00129032871355	0.00176043380793	0.00249333851269	0.00208988389321	0.00119930951575	0.00418784274678	0.00248036955621	0.00191417299114
bZIP_Average_145	0.00189870413774	0.00123656576992	0.00101072583571	0.00195612363933	0.00409898898886	0.00157286850079	0.00131463020977	0.00166425894496	0.0014930742454	0.00189379249518	0.0015915096259	0.00323104247755	0.00101017547823
bZIP_M0309_1.01	0.00147130893047	0.00143641412685	0.00192971856094	0.00217544808576	0.00466061543922	0.00127749522767	0.00179130531869	0.00165717271902	0.00235131482167	0.00140307748578	0.0018516378171	0.00259801369446	0.00169531209479
bZIP_Average_153	0.00117847077932	0.00113400124967	0.00150368529643	0.00136919667444	0.0114640010585	0.00311090750731	0.0111053760796	0.00117398378747	0.00204415521474	0.00314113608883	0.0020878671168	0.0168922064575	0.00140064480702
bZIP_M2910_1.01	0.00180587889464	0.00141324633025	0.00173618127096	0.00138572215667	0.00320560381199	0.00119944933052	0.00242936905729	0.00143211312513	0.00208065055785	0.00165867535418	0.00202162933143	0.00301550959086	0.00156777194801
bZIP_Average_141	0.00120582896788	0.00142749774525	0.00147531893052	0.00127008658599	0.0101345565995	0.00368371849241	0.00446347600507	0.00121159403797	0.00192998914452	0.00343744674322	0.00182020528223	0.0120170287145	0.00116097247587
bZIP_M6006_1.01	0.000977271732993	0.00181378081551	0.00178786279791	0.00207338578885	0.00136479504676	0.00152001999539	0.00159412886309	0.00199385639905	0.00167292715389	0.00168710431079	0.00156580521263	0.0018279823831	0.00179386697257
bZIP_Average_143	0.00176776010883	0.00174631181567	0.00253915080125	0.00150950462179	0.0011491675461	0.00173265223449	0.00178998653563	0.00178641324812	0.00153827317021	0.00320367441372	0.00210691278815	0.00173925809186	0.00173317190384
bZIP_Average_142	0.00118152136893	0.00227184781805	0.00237628215482	0.00226539926287	0.00116929645263	0.00114221360768	0.00145197293523	0.00183738526182	0.00162606259091	0.0019570520372	0.00214888350381	0.00188418189601	0.00203869521372
bZIP_M0300_1.01	0.000504454070554	0.00139152305708	0.000974294118649	0.00109055245075	0.000462577438001	0.00100452723267	0.00092668704382	0.000713434756426	0.00101060978515	0.000840327075175	0.000511537402609	0.00138364633266	0.000631346386283
bZIP_Average_150	0.00166213685759	0.00192894598838	0.00171913161314	0.00180437569	0.00190364114482	0.00208524260273	0.00210480825612	0.00144008464947	0.000875954549306	0.00226418626227	0.00193031104682	0.00203764899943	0.0016271145789
bZIP_M5866_1.01	0.00148777797286	0.00195167720672	0.00165335196723	0.00156078008743	0.00198385157798	0.00130480082083	0.00114272227338	0.00179572951652	0.00142798788371	0.00118400360753	0.00133205322107	0.00209411433521	0.00211390369266
bZIP_Average_134	0.00140192758079	0.0015776551311	0.00181970727021	0.00164051891822	0.00109729030617	0.000810268757393	0.00122857476017	0.00104558727593	0.00115527207257	0.00248457636041	0.00113811490207	0.00146949807695	0.00104211022604
bZIP_M0304_1.01	0.00159534375488	0.00120257276293	0.00233803334124	0.00152394965864	0.0017413872044	0.0016975891544	0.00116099945885	0.00177940789769	0.00145683607291	0.00231365516712	0.00181765882601	0.00589034148313	0.00101887152456
bZIP_Average_147	0.000619724739324	0.000533207844525	0.000671382402448	0.000779916349388	0.000286072292142	0.000297353272706	0.000528847706949	0.000246254989088	0.000262159564067	0.000655995584465	0.000360643528985	0.000627367710427	0.000441096465405
bZIP_M0305_1.01	0.000833852750843	0.000788971892346	0.000961527622273	0.000668398623586	0.000817473188258	0.000518741122769	0.00121198160359	0.000957962457866	0.00101909477021	0.00162082503488	0.00101363769	0.0049032344855	0.000642705796805
bZIP_M0287_1.01	0.00161212643339	0.00152786439061	0.0021932289179	0.00153999896905	0.0016126664094	0.00191369422631	0.00106339359563	0.00135840747128	0.00228589555944	0.00342769422635	0.00110543788304	0.00491863207759	0.0014948358599
bZIP_Average_152	3.33814053516e-05	4.714645365e-05	0.00016708157351	0.0	7.65216119582e-05	0.0	6.41084614188e-05	0.000178390534691	0.000129263358604	0.000162325696497	0.000101301750185	6.22343469092e-05	1.57058868067e-05
bZIP_Average_151	0.000292089003561	0.000325574302121	0.000179090728265	0.000464820722143	0.000142743345936	0.000379932198785	0.000200151179519	7.7620326088e-05	0.000227197457314	0.000153274305535	0.000241271400282	0.000105045997603	0.000328302648929
bZIP_M2901_1.01	0.00141251724635	0.0014695970154	0.00135751257265	0.00147914180331	0.0017446284455	0.0012071330857	0.00167265329399	0.00162848333515	0.00246406762079	0.00121716770112	0.00154563466078	0.00231357397246	0.00204760780693
bZIP_M6329_1.01	0.00177821004818	0.00189832247339	0.00157965971732	0.00148586868363	0.0017776900496	0.00138295884855	0.0014396468074	0.00122210777124	0.00156830049325	0.00139295568885	0.00190222975521	0.0017842636046	0.00160294186748
bZIP_M5973_1.01	0.00149802253383	0.00136866155155	0.00160479030606	0.00157686066743	0.00138088795651	0.00176795566169	0.00221948957368	0.00169096253264	0.00269994538293	0.00162180171206	0.00145380623634	0.00127858606861	0.00234971007227
bZIP_Average_17	0.00150526417154	0.00207827250407	0.00175139226922	0.00148387836901	0.00131313627806	0.00119692429207	0.00149930272087	0.00200552227144	0.00229634756216	0.00155804272234	0.00211614016025	0.00141150411533	0.00177031760419
C2H2_ZF_M4354_1.01	0.00172750231915	0.00228824311457	0.00150947906162	0.00158436491121	0.00175315174341	0.00117336272346	0.00158268814557	0.00127461535346	0.00115641619848	0.00190457781461	0.00238017663019	0.00133920441101	0.00136560197212
C2H2_ZF_M5841_1.01	0.00114026005159	0.00189361633771	0.00133714279634	0.00122813687653	0.00221429124991	0.00134076861271	0.00185164547548	0.0013457810096	0.00187263928406	0.00207405813259	0.00188196045362	0.000977114120963	0.00164924556123
C2H2_ZF_Average_96	0.00251560872915	0.00141144081702	0.0018628755814	0.0014727304185	0.00196581369937	0.00192631632865	0.00429474117205	0.00144567330201	0.00192676302195	0.00149196732519	0.0016021958787	0.0012481088259	0.00225995059643
C2H2_ZF_M4323_1.01	0.0207373148595	0.00100817904581	0.00260325743885	0.00104414560772	0.000898829523034	0.00340789319556	0.0213845477264	0.0015529649529	0.00120910310685	0.00282064949603	0.00113736565654	0.00182318723635	0.00162537941944
C2H2_ZF_Average_187	0.00166151514675	0.00137977659209	0.00185216418507	0.00118058286154	0.00169413476505	0.00120374918509	0.00113229920937	0.00102320386291	0.00168623679491	0.00162774602527	0.00303863131445	0.00154142048393	0.00140106453925
C2H2_ZF_M0407_1.01	0.00232891384089	0.00277385236825	0.00250314528823	0.00114186153174	0.00138298387487	0.00106331132723	0.00161877848931	0.00216631561967	0.00155053156749	0.000989632068837	0.00209177981745	0.00156724863124	0.00160993510235
C2H2_ZF_M5334_1.01	0.00169813756195	0.00127643789989	0.001794239945	0.00125399265904	0.00185432040322	0.00116859135431	0.0016165269177	0.00232363661768	0.00204627332695	0.0012022841178	0.00218615609532	0.00113184082111	0.00111896862376
C2H2_ZF_M5333_1.01	0.00117721291547	0.00142296436828	0.00213432717436	0.00149500390951	0.00264561233183	0.00136527098373	0.00153957135955	0.00137263657033	0.00167356178482	0.000886915504528	0.00201927198385	0.00107082088744	0.00155370085296
C2H2_ZF_M5778_1.01	0.002285822191	0.00160607644394	0.00186276627117	0.00155955035921	0.00224835011535	0.00159833071399	0.00150670495041	0.00141738570024	0.0017676487245	0.00225913865239	0.00219906196551	0.00148199998563	0.00155201846097
C2H2_ZF_M5799_1.01	0.00127345257297	0.00242823026505	0.00269105265489	0.00132568566898	0.00122188441027	0.00123466413607	0.00160303457431	0.0015088482869	0.00227772646147	0.00161583912338	0.00354447520965	0.0018417033913	0.00141014538829
C2H2_ZF_M6360_1.01	0.00135332620888	0.00140134561028	0.00101833884023	0.00157809734027	0.00152388134807	0.00112873771868	0.00190860385246	0.00166799488296	0.00170780470246	0.00164742986948	0.00202533083156	0.0013871252646	0.00137886613156
C2H2_ZF_M5793_1.01	0.00135423266679	0.00132707438756	0.00122247425135	0.00162783732038	0.00164261602454	0.00144521664484	0.00129697954364	0.00270679017628	0.00183903502367	0.001456519911	0.000977967286136	0.00110221685527	0.00188532409466
C2H2_ZF_M5794_1.01	0.00165041985223	0.00123059411848	0.0018182447011	0.00196484686267	0.0020434877006	0.0015142228276	0.00184897636899	0.00200484588778	0.00162798093892	0.00140890701436	0.00212694094126	0.00125555383025	0.00166305201864
C2H2_ZF_M5930_1.01	0.00156382228661	0.00172151948821	0.00167426507311	0.00217399395116	0.00110028762391	0.00202146727771	0.0025576401034	0.00116530595053	0.00188633952235	0.00171199234822	0.00161173151978	0.00125921969067	0.00209353775861
C2H2_ZF_Average_167	0.00141841441174	0.00159567011915	0.00129503372969	0.00149939849368	0.00214102306423	0.0033432643162	0.00183876366835	0.00144237654605	0.00149970591347	0.00147589081347	0.0015328668579	0.0017373408942	0.00158429846492
C2H2_ZF_Average_137	0.000355701779903	0.000525660179523	0.000530313623616	0.000466863288362	0.000495967588439	0.00135933651151	0.000490383406116	0.000351175991009	0.000219213252698	0.000329794034275	0.000325036959578	0.000224502427109	0.000486391391104
C2H2_ZF_M0392_1.01	0.000920763995525	0.00146211947406	0.000844237417181	0.000991959796722	0.000885892396717	0.00110653240526	0.00148718234745	0.00117161430444	0.000898281272864	0.00120126425748	0.000959484847073	0.00130046523603	0.00112277251087
C2H2_ZF_M5791_1.01	0.00156857615026	0.00167170477721	0.00159756219079	0.00152147585591	0.00163785358362	0.000964545478684	0.00210482456382	0.00153821875956	0.00156615163486	0.00171909103315	0.00219253936748	0.00181410012737	0.00162556356854
C2H2_ZF_Average_191	0.00147043498911	0.0020408263828	0.00152432104462	0.00164541351623	0.0015999954921	0.0014923696687	0.00149439562988	0.00203896249611	0.00169682217895	0.00157982590032	0.0016349245971	0.00142198121253	0.00229810450971
C2H2_ZF_Average_177	0.00131032741449	0.00132911195077	0.00278754750131	0.00146666253663	0.00171494825405	0.00106854603453	0.00133102738411	0.00113585435384	0.00142343639169	0.0014439496573	0.00161936494216	0.00157855129067	0.00145297544061
C2H2_ZF_M0393_1.01	0.00165054543577	0.00178011051752	0.00157038551114	0.0014681563967	0.00121176000315	0.00103751792681	0.00198519340945	0.00148556198515	0.00352832504131	0.00159887396213	0.00148844843194	0.00138599534002	0.00157620410456
C2H2_ZF_M5798_1.01	0.00118090397624	0.00147532794946	0.00181994975845	0.00146795313281	0.00117936116729	0.000857838397591	0.00165360757178	0.00214872288009	0.00179644556388	0.00159905201018	0.00220946551379	0.00191771404762	0.00249998345355
C2H2_ZF_M5789_1.01	0.00158402046132	0.00160694831404	0.00181965733282	0.00182773799701	0.00157722438484	0.00164050716849	0.00245932103574	0.00177029514278	0.00188093216982	0.00151007507601	0.0024443414955	0.00167305273871	0.00171844276959
C2H2_ZF_Average_185	0.00141911508786	0.00356593152185	0.00140625068517	0.000901248632299	0.00177935017552	0.00208010908261	0.00186694585278	0.00171660738621	0.00119945725126	0.00148975911457	0.00164360069856	0.00131169902067	0.00169712369197
C2H2_ZF_Average_181	0.00277799320212	0.00235130818475	0.00184501467215	0.00243931672849	0.00262933224316	0.00126904352913	0.00147727179957	0.00202110505892	0.00148987922755	0.00140525890041	0.00250663726044	0.00168430606514	0.00223955328238
C2H2_ZF_M6093_1.01	0.00169417250579	0.00167954233704	0.00153676198067	0.00136703364863	0.00178566123216	0.00122164527452	0.00206700934431	0.00157145171086	0.00173747477886	0.00126110045386	0.00153769464063	0.00160548182545	0.00197795549719
C2H2_ZF_M6364_1.01	0.00182004403216	0.0024924904136	0.00170010538289	0.00137432748732	0.00118200118079	0.00112340255505	0.00150626865772	0.00184168767883	0.0019946964335	0.0012809832359	0.00193086291954	0.00156967249913	0.00161843796185
C2H2_ZF_M0402_1.01	0.00149410852417	0.00135349993592	0.00230809840687	0.00163032809901	0.00134003028775	0.000787541422006	0.00145312122816	0.00155916730345	0.00214279759876	0.00200235726968	0.00148015462817	0.00204819173296	0.00171602163521
C2H2_ZF_M0360_1.01	0.00151769617798	0.00148180102589	0.00230439937217	0.00154178342553	0.00170230286914	0.00216565290866	0.00183687145683	0.00157881128292	0.00140104433701	0.0016347054456	0.00224484490596	0.00114740193954	0.00235531948396
C2H2_ZF_Average_202	0.0016362247281	0.00124570549366	0.00234957333337	0.00157064270777	0.00125786865002	0.0010842475027	0.00230028822229	0.0020547939775	0.00205489198974	0.00107165832116	0.00223714223815	0.00199173243888	0.00132182315334
C2H2_ZF_Average_184	0.001615911714	0.0010144586831	0.00183735588068	0.00146170046579	0.00144391043379	0.00133852881065	0.00159119064566	0.00194822149297	0.00111731882656	0.00159805652784	0.0021025322274	0.00220111334563	0.00139019473808
